7640129890101,สบู่ Asepso,20.00,-1
8852086001028,แป้งเย็นตรางู,30.00,77
8850006332146,แปรงสีฟัน Colgate,20.00,-1
8851228000233,ยาสีฟันดาร์ลี่,20.00,53
0000000000001,มีดโกนหนวด,3.00,91
0001,AAA,5.00,-1
0002,BBB,20.00,-1
1231234,qqq,12.00,10
