7640129890101,สบู่ Asepso,20.00,94
8852086001028,แป้งเย็นตรางู,30.00,95
8850006332146,แปรงสีฟัน Colgate,20.00,97
8851228000233,ยาสีฟันดาร์ลี่,20.00,96
0000000001,มีดโกนหนวด,10.00,100
